poemId,allTopics,allProbabilities,topics,topicWords,topicProbabilities
1896,"0,1,2,3","0.0424,0.0427,0.0431,0.8718",3,"""斷情, 淩波, 玲瓏, 纏綿, 記得""",0.87
1897,"0,1,2,3","0.2538,0.0186,0.0186,0.7090","1,0,3","""久病""，""夢, 愁, 病""，""亦可, 人, 相親, 而今""","0.25,0.02,0.71"
1898,"0,1,2,3","0.6678,0.0213,0.0213,0.2897","3,0","""不解, 水流, 生, 長江""，""愁, 病""","0.67,0.29"
1899,"0,1,2,3","0.0438,0.0432,0.2032,0.7098","3,2","""呑, 愧, 生存, 飲恨""，""兒孫""","0.20,0.71"
1900,"0,1,2,3","0.8896,0.0367,0.0363,0.0374","3,1,0","""生""，""戰""，""妙, 情, 無私, 雨露""","0.89,0.04,0.04"
1901,"0,1,2,3","0.0847,0.0848,0.7444,0.0860",2,"""兒孫, 指揮""",0.74
1902,"0,1,2,3","0.1297,0.1356,0.1354,0.5993",3,"""閨門""",0.6
1903,"0,1,2,3","0.9017,0.0322,0.0319,0.0342","3,0","""天, 燭, 龍""，""君, 明鏡, 曲, 無私""","0.90,0.03"
1904,"0,1,2,3","0.4200,0.4475,0.0651,0.0675","0,3,1","""恩""，""愧""，""濟世""","0.42,0.45,0.07"
1905,"0,1,2,3","0.0636,0.0645,0.8080,0.0639",2,"""壁上, 懸崖, 蹁躚""",0.81
1906,"0,1,2,3","0.0335,0.0332,0.0324,0.9009","0,3,1,2","""難""，""向平, 天和, 荏苒, 韶華""，""幾何""，""惟有""","0.03,0.03,0.03,0.90"
1907,"0,1,2,3","0.4541,0.0321,0.0319,0.4819","3,0","""人, 新, 樹, 紅塵""，""妙, 春, 苦""","0.45,0.48"
1908,"0,1,2,3","0.0553,0.0536,0.8395,0.0516","2,0","""好友, 悔過, 癡人""，""從今""","0.06,0.84"
1909,"0,1,2,3","0.9000,0.0334,0.0337,0.0328","3,2,0,1","""春光""，""呢喃, 杏花, 花朝""，""愁, 燕子""，""人意""","0.90,0.03,0.03,0.03"
1910,"0,1,2,3","0.9211,0.0259,0.0265,0.0265","0,2,3","""悶, 春, 簾, 絮, 花, 詩""，""晚日, 罘罳""，""影""","0.92,0.03,0.03"
1911,"0,1,2,3","0.9288,0.0234,0.0235,0.0243","3,1,0","""湘簾, 生, 陰""，""月初""，""今宵, 夜, 寂寂, 昨宵, 花, 阿妹""","0.93,0.02,0.02"
1912,"0,1,2,3","0.0268,0.1065,0.0262,0.8404","1,3,0,2","""雨後""，""塘, 新, 萍, 香""，""閨, 風""，""妝, 窗前""","0.03,0.11,0.03,0.84"
1913,"0,1,2,3","0.0378,0.0367,0.0372,0.8883","0,3","""斜月, 金風""，""影, 流螢, 苔, 迴廊""","0.04,0.89"
1914,"0,1,2,3","0.9008,0.0325,0.0331,0.0336","0,2,3","""冷, 夜, 寒, 簾""，""妝, 山頭""，""雨""","0.90,0.03,0.03"
1915,"0,1,2,3","0.0445,0.0431,0.4603,0.4520","0,3,2","""寒""，""雨""，""妝, 惱人, 春色""","0.04,0.46,0.45"
1916,"0,1,2,3","0.4325,0.0259,0.0256,0.5160","0,3","""愁, 挑燈, 紗窗, 遲遲""，""中庭, 影, 桃花, 眉, 翠""","0.43,0.52"
1917,"0,1,2,3","0.9225,0.0255,0.0256,0.0263","0,3","""今夕, 北斗, 夜, 爐, 獨, 蕭蕭, 閨, 闌""，""天""","0.92,0.03"
1918,"0,1,2,3","0.3849,0.0235,0.3468,0.2447","2,0,3","""妝, 深巷, 積雨""，""宵, 寒, 旭日, 花, 風""，""人, 雲""","0.38,0.35,0.24"
1919,"0,1,2,3","0.6499,0.2032,0.0217,0.1251","1,3,0,2","""光, 去年, 涼意, 秋""，""影, 燭, 高樓""，""今夕, 心事, 愁""，""斗牛""","0.65,0.20,0.02,0.13"
1920,"0,1,2,3","0.9500,0.0163,0.0171,0.0167","0,2,1,3","""學, 愁, 病, 累, 絮, 芊芊, 花, 蠶""，""經卷, 藥欄, 藥爐""，""蛺蝶""，""塵, 少年, 陰""","0.95,0.02,0.02,0.02"
1921,"0,1,2,3","0.0387,0.0367,0.0361,0.8885","3,0","""蓮, 蓮子""，""花, 苦""","0.04,0.89"
1922,"0,1,2,3","0.0440,0.0468,0.0432,0.8661","0,1,3","""曲, 腸斷""，""垓下, 王宮""，""鬼""","0.04,0.05,0.87"
1923,"0,1,2,3","0.0436,0.1648,0.0439,0.7477","3,1,2,0","""琵琶, 蛾眉""，""遠征""，""漢宮""，""情""","0.04,0.16,0.04,0.75"
1924,"0,1,2,3","0.8874,0.0373,0.0366,0.0387","0,3,1","""帳, 恨, 惆悵""，""大江, 魂""，""千古""","0.89,0.04,0.04"
1925,"0,1,2,3","0.0371,0.8883,0.0366,0.0379","2,3,1","""倩影""，""春水""，""千古, 畫樓, 秦淮, 風流""","0.89,0.04,0.04"
1926,"0,1,2,3","0.5662,0.0368,0.3598,0.0372","2,3,0","""昨夜, 梳妝""，""高樓""，""君, 夢, 薄命""","0.57,0.36,0.04"
1927,"0,1,2,3","0.8860,0.0403,0.0369,0.0369","0,1","""傷心, 日日, 春, 翠眉""，""梁上燕, 秋""","0.89,0.04"
1928,"0,1,2,3","0.9290,0.0233,0.0238,0.0239","2,0,3,1","""輕寒""，""夫壻, 家, 寄語, 窗紗, 翦翦, 花, 阿儂""，""春陰""，""天公""","0.93,0.02,0.02,0.02"
1929,"0,1,2,3","0.9037,0.0320,0.0316,0.0327","0,3,1","""君, 妾, 情, 江南""，""雲山""，""道路""","0.90,0.03,0.03"
1930,"0,1,2,3","0.9292,0.0234,0.0234,0.0240","0,3,2","""垂淚, 寂寥, 帆, 慰, 脈脈, 迢迢, 高堂""，""含情, 歸來""，""偷""","0.93,0.02,0.02"
1931,"0,1,2,3","0.2281,0.7133,0.0289,0.0297","1,0,3","""上鉤, 斗室, 秋, 芭蕉, 風雨""，""窗外, 簾""，""竹""","0.23,0.71,0.03"
1932,"0,1,2,3","0.8435,0.0525,0.0523,0.0518","0,2","""心緒, 殘月, 爐""，""南華""","0.84,0.05"
1933,"0,1,2,3","0.0508,0.0518,0.0552,0.8423","3,2","""湘簾, 瓜果""，""留待, 閨女""","0.06,0.84"
1934,"0,1,2,3","0.0479,0.8652,0.0426,0.0444","1,0","""不息, 晝夜, 林下, 轆轤""，""愁""","0.05,0.87"
1935,"0,1,2,3","0.0377,0.8869,0.0369,0.0385","3,1,0","""人, 落日""，""山坳, 村裏, 炊煙""，""歸""","0.04,0.89,0.04"
1936,"0,1,2,3","0.0456,0.0452,0.0431,0.8661","1,0,3","""兄, 江""，""江南""，""江北, 船""","0.05,0.05,0.87"
1937,"0,1,2,3","0.9496,0.0170,0.0166,0.0168","0,1,2,3","""家, 恨, 戀, 故國, 柳, 殷勤, 窗紗, 簾, 花, 難""，""帶來, 道路""，""密意, 春色""，""雲山""","0.95,0.02,0.02,0.02"
1938,"0,1,2,3","0.0179,0.0176,0.0564,0.9081","1,3,0,2","""皎皎, 風骨""，""塵, 天, 珊珊, 眉""，""寒, 柔, 爐, 脈脈, 芳心""，""亭亭玉立, 惱人, 色相""","0.02,0.02,0.06,0.91"
1939,"0,1,2,3","0.0310,0.0137,0.0140,0.9413","2,3,0,1","""一生, 妝, 脂粉""，""仙, 前緣, 和, 天然, 梅花, 玉骨, 蓮""，""冰心, 冷, 姑, 寒, 消息, 相逢""，""光""","0.03,0.01,0.01,0.94"
1940,"0,1,2,3","0.2179,0.0370,0.0370,0.7082","3,0","""人, 雨, 鳥""，""春, 柔, 簾""","0.22,0.71"
1941,"0,1,2,3","0.9481,0.0173,0.0173,0.0173","0,2,1,3","""不易, 客, 情, 慈母, 慰藉, 殷勤, 苦, 迢迢, 長征, 饑寒""，""旅人""，""書信""，""生, 須知""","0.95,0.02,0.02,0.02"
1942,"0,1,2,3","0.5999,0.0199,0.3600,0.0202","0,2","""夢, 客, 思, 愁, 蕭蕭, 雙眉, 飄零""，""不覺, 春雨, 期況, 田園, 親戚""","0.60,0.36"
1943,"0,1,2,3","0.0219,0.0221,0.0213,0.9348","3,1,2","""楊枝, 細雨, 記得, 陰, 雲, 鶯""，""去年, 屋角, 碧草""，""春色""","0.02,0.02,0.93"
1944,"0,1,2,3","0.9109,0.0309,0.0289,0.0293","1,3,0","""一身, 兄妹, 凋零, 棠花""，""人, 剩""，""春, 杜宇""","0.91,0.03,0.03"
1945,"0,1,2,3","0.6953,0.2890,0.0047,0.0110","1,3,0,2","""去年, 商人, 急, 支離, 樓臺, 歡喜, 歡欣, 民事, 猶然, 祈雨, 禾苗, 蒼穹, 農夫, 霖雨, 鼓聲""，""人, 天, 太息, 暮, 池塘, 玉, 珠, 蛙, 雨, 靈, 颯颯""，""可憐, 思, 悲, 惜, 愁, 苦, 西風, 辛苦, 難""，""瀟瀟, 白骨, 街頭""","0.70,0.29,0.00,0.01"
1946,"0,1,2,3","0.8670,0.0455,0.0439,0.0436","1,0","""江, 蘆, 風雨""，""辛勤, 遠遊""","0.87,0.05"
1947,"0,1,2,3","0.9401,0.0197,0.0198,0.0204","0,3,2","""佳節, 哀, 客, 悲, 故里, 淚, 異鄉, 舊, 菊""，""寂寞, 新""，""茱萸""","0.94,0.02,0.02"
1948,"0,1,2,3","0.0142,0.0138,0.0135,0.9586","0,3,1","""寂寥, 愁, 蒼茫, 雁, 風""，""人, 天, 奇峯, 山, 影, 敗葉, 水, 潺潺, 雲, 零落""，""平野, 荻花""","0.01,0.01,0.96"
1949,"0,1,2,3","0.9019,0.0329,0.0322,0.0330","1,0,3","""風雨""，""不堪, 腸斷, 鄉夢, 雁""，""人, 新""","0.90,0.03,0.03"
1950,"0,1,2,3","0.8895,0.0364,0.0368,0.0374",0,"""春, 簾, 絮, 落花, 風, 黃昏""",0.89
1951,"0,1,2,3","0.9350,0.0214,0.0214,0.0222","3,0","""天, 新, 湘簾, 雨""，""學, 愁, 慰藉, 泉, 苜蓿, 難, 餐""","0.93,0.02"
1952,"0,1,2,3","0.9698,0.0100,0.0100,0.0103","0,3,1,2","""天涯, 客, 富貴, 心, 思, 悲, 涼風, 牢騷, 貧賤, 飄泊, 骨肉""，""中秋, 人, 影, 暮, 樹, 玉, 生, 當年, 相顧""，""慕""，""曙光, 親戚""","0.97,0.01,0.01,0.01"
1953,"0,1,2,3","0.9699,0.0100,0.0099,0.0101","0,3,1,2","""光陰, 兒女, 冷, 別離, 南北, 君, 夢, 幾千, 愁, 故鄉, 時序, 歸, 涼風, 淒涼, 琴, 階, 飄泊""，""天, 玉, 秋水, 竹""，""暮秋""，""無知, 行詩""","0.97,0.01,0.01,0.01"
1954,"0,1,2,3","0.9208,0.0260,0.0257,0.0275","0,1,3","""光陰, 家, 年華, 難""，""兄妹""，""今朝, 水, 鏡中""","0.92,0.03,0.03"
1955,"0,1,2,3","0.9482,0.0172,0.0170,0.0176","1,0,3","""鴻雁""，""三秋, 今夜, 可憐, 寒, 思, 思鄉, 情, 故鄉, 遊子, 閨""，""人, 林, 生""","0.95,0.02,0.02"
1956,"0,1,2,3","0.4089,0.5441,0.0234,0.0236","1,0,2","""光, 皎皎, 秋, 草蟲, 遠征""，""三更, 今宵, 天邊, 愁""，""分外""","0.41,0.54,0.02"
1957,"0,1,2,3","0.9297,0.0232,0.0232,0.0240","0,3","""夜, 婢僕, 家, 寒, 感, 獨, 苦, 難, 魚""，""寂寞""","0.93,0.02"
1958,"0,1,2,3","0.0515,0.0512,0.0542,0.8431","3,2","""太息, 苔""，""深巷, 陋室""","0.05,0.84"
1959,"0,1,2,3","0.3170,0.0207,0.0205,0.6419","3,0,1,2","""影, 新, 眉, 翠""，""小院, 愛, 籬, 風""，""明月, 離離""，""午睡""","0.32,0.02,0.02,0.64"
1960,"0,1,2,3","0.0298,0.0286,0.9111,0.0305","2,0,3","""畫廊, 竹影, 陰陰, 飛飛""，""庭院, 風""，""翰墨, 香""","0.03,0.91,0.03"
1961,"0,1,2,3","0.4581,0.0288,0.0285,0.4846","3,1,0","""珠, 生, 鱗, 龍""，""笛""，""夜, 感, 泥""","0.46,0.03,0.48"
1962,"0,1,2,3","0.0300,0.9120,0.0284,0.0295","3,1,0","""人世, 蟲""，""一瞬, 楚楚, 百年""，""春秋, 朝夕, 衣裳""","0.03,0.91,0.03"
1963,"0,1,2,3","0.3498,0.5851,0.0320,0.0331","0,1,3","""滿腹, 蠶""，""光, 吐絲, 屋角, 結搆""，""奇""","0.35,0.59,0.03"
1964,"0,1,2,3","0.8045,0.0648,0.0648,0.0660","3,0","""雨""，""愁緒, 月色""","0.80,0.07"
1965,"0,1,2,3","0.3013,0.0125,0.0120,0.6742","0,3,1,2","""冷, 夜, 夢, 寒, 籬, 落葉, 風""，""人, 古道, 寺, 山, 松, 水, 無聲, 生, 鶴""，""板橋, 漫遊, 秋, 遙聞""，""曙色""","0.30,0.01,0.01,0.67"
1966,"0,1,2,3","0.2012,0.0274,0.0273,0.7442","2,0,3,1","""幽靜, 斯人""，""愛, 石""，""塵, 愧, 竹, 鱗""，""琴書""","0.20,0.03,0.03,0.74"
1967,"0,1,2,3","0.9726,0.0092,0.0090,0.0091","0,3,2,1","""中心, 吾, 心, 思, 思鄉, 故舊, 春, 歸, 死, 獨, 舊業, 舟, 菊, 蘭, 風""，""暮, 生""，""余生, 無知, 蓬蒿, 親戚""，""人壽, 幾何, 秋, 荊棘, 雙翼""","0.97,0.01,0.01,0.01"
1968,"0,1,2,3","0.9515,0.0162,0.0160,0.0162","0,1,2,3","""夜, 客, 寒, 引領, 悲, 故鄉, 獨, 遠方, 雁, 飛鳥""，""茫茫, 道路""，""旅人""，""新, 江水""","0.95,0.02,0.02,0.02"
1969,"0,1,2,3","0.7137,0.0050,0.0049,0.2764","3,0,2,1","""人, 冰雪, 天, 影, 新, 暮, 樹, 水, 海, 深山, 玉, 生, 相識, 雲, 鳥""，""中心, 君, 帆, 心, 悲, 情, 故鄉, 春風, 書, 歸, 江南, 滿眼, 獨, 相思, 蘭, 離別, 難, 魚""，""親戚""，""他日, 光, 奇姿, 幽谷, 水鄉, 相遇, 蒹葭, 邂逅""","0.71,0.01,0.00,0.28"
1970,"0,1,2,3","0.7435,0.0063,0.2435,0.0066","2,3,0","""哥哥, 大於, 官家, 操作, 新婦, 有錢""，""人, 冰, 北風, 怒, 暮, 水, 笑, 雪, 颯颯""，""五更, 吾, 嚴霜, 夢, 奈何, 姑, 心, 愁, 春, 歸, 殷勤, 河, 泥, 淚, 陽春, 雞, 鳳凰""","0.74,0.24,0.01"
1971,"0,1,2,3","0.3839,0.0136,0.0135,0.5891","3,0","""中央, 塘, 歸舟, 水, 萍, 蓮子, 郎, 采得, 鴛鴦, 鸞""，""何方, 妾, 心, 恐, 愁, 流水, 淚, 阿儂""","0.38,0.59"
1972,"0,1,2,3","0.0196,0.0199,0.0186,0.9419","3,1,0","""樹, 生, 秋水, 美人, 蟬, 雨""，""光, 悄然, 明月, 苦難""，""相思, 花""","0.02,0.02,0.94"
1973,"0,1,2,3","0.9191,0.0265,0.0271,0.0274","0,1,2,3","""今宵, 思, 愁, 秋夜""，""光, 萬古""，""孤負""，""影, 香""","0.92,0.03,0.03,0.03"
1974,"0,1,2,3","0.0517,0.0323,0.0318,0.8842","0,3","""心, 愁, 戀""，""寸草, 樹, 苔, 雨""","0.05,0.88"
1975,"0,1,2,3","0.3302,0.0236,0.0233,0.6229","3,0,1","""今朝, 未堪, 眉, 門楣, 雪""，""努力, 吾, 慰, 餘生""，""風雲""","0.33,0.02,0.62"
1976,"0,1,2,3","0.9355,0.0214,0.0212,0.0220","0,3,1","""愁, 春, 書, 獨, 琴, 簾, 舊, 落花""，""新, 竹""，""悄然""","0.94,0.02,0.02"
1977,"0,1,2,3","0.9664,0.0112,0.0111,0.0113","0,3,1","""功名, 吾, 客, 帆, 心, 恨, 悲, 惜, 日日, 春, 歸, 殘年, 病, 絮, 衰朽, 遠道, 離愁""，""人, 天, 鶴""，""稜稜""","0.97,0.01,0.01"
1978,"0,1,2,3","0.0171,0.0166,0.0163,0.9500","1,3,0,2","""平野, 明凈, 秋""，""山, 林, 樹, 汀洲, 漠漠""，""疾, 花, 鄉心, 長笛, 雙眸, 鮮""，""夕照""","0.02,0.02,0.02,0.95"
1979,"0,1,2,3","0.9346,0.0214,0.0216,0.0225","3,0,2","""妬, 新月, 畫, 眉""，""明鏡, 曲, 玉人, 瘦影, 簾, 難""，""妝""","0.93,0.02,0.02"
1980,"0,1,2,3","0.0709,0.0255,0.0256,0.8779","3,0","""不待, 林, 細雨, 草色""，""喜, 年華, 柳, 花, 風""","0.07,0.88"
1981,"0,1,2,3","0.0294,0.0284,0.0286,0.9136","3,0,2","""水, 漠漠, 潺潺, 碧桃""，""春風, 江南, 紅杏""，""飄渺""","0.03,0.03,0.91"
1982,"0,1,2,3","0.9440,0.0183,0.0186,0.0191","0,3,2","""寂寂, 春, 獨, 花, 芳草, 落花, 銷魂, 黃昏""，""人, 山""，""東風, 院門""","0.94,0.02,0.02"
1983,"0,1,2,3","0.9018,0.0324,0.0330,0.0327","0,2,1","""夢, 家, 惆悵, 花""，""東風, 烏衣巷口""，""蒼苔""","0.90,0.03,0.03"
1984,"0,1,2,3","0.5677,0.0287,0.3732,0.0304","0,3,2","""春, 花""，""微月, 樹, 畫""，""好處, 宛然, 鞦韆""","0.57,0.37,0.03"
1985,"0,1,2,3","0.2595,0.0369,0.0369,0.6668","3,0","""人, 子規, 楊花, 萋萋, 陰""，""春草""","0.26,0.67"
1986,"0,1,2,3","0.0514,0.0531,0.0520,0.8435","3,1","""山, 深山, 淸溪""，""遠望""","0.05,0.84"
1987,"0,1,2,3","0.7392,0.0299,0.0285,0.2024","1,0,3","""樹影, 江""，""家, 悄悄, 舊, 花""，""春水, 漠漠""","0.74,0.03,0.20"
1988,"0,1,2,3","0.4527,0.0191,0.0231,0.5051","0,2,3,1","""夜, 寒, 柳, 簾, 風""，""杜若""，""人, 池, 雨, 香""，""明月, 畫樓""","0.45,0.02,0.02,0.51"
1989,"0,1,2,3","0.0585,0.0156,0.0551,0.8708","3,0,1,2","""晴, 水, 池塘, 無聲, 翠, 萬物, 雨, 香""，""簾, 花, 風, 鮮""，""牡丹花, 蒼蒼""，""薔薇""","0.06,0.02,0.06,0.87"
1990,"0,1,2,3","0.4424,0.0077,0.0076,0.5423","1,3,0","""明月, 瑤階, 碧池""，""中庭, 天, 天氣, 女, 微月, 暗香, 水, 淸風, 雨, 風物, 香, 高高""，""三更, 夜, 夜色, 寒, 河, 獨, 簾, 花, 階, 難忘""","0.44,0.01,0.54"
1991,"0,1,2,3","0.0553,0.0513,0.0516,0.8418","3,0","""水, 芙蓉""，""簾, 花""","0.06,0.84"
1992,"0,1,2,3","0.9592,0.0124,0.0124,0.0160","0,3,2,1","""北斗, 夜, 寒, 玉鉤, 紗窗, 羅衣, 闌, 階, 風""，""人, 天, 樹, 水, 珠""，""星河, 紅樓""，""綿綿""","0.96,0.01,0.01,0.02"
1993,"0,1,2,3","0.9101,0.0307,0.0293,0.0299","1,0,3,2","""客舍""，""故鄉, 歸, 秋風""，""樹, 雲""，""不見""","0.91,0.03,0.03,0.03"
1994,"0,1,2,3","0.9218,0.0261,0.0259,0.0262","0,1,3,2","""作伴, 兵氣, 春, 舊, 還鄉""，""戰""，""當年, 行人""，""日月光""","0.92,0.03,0.03,0.03"
1995,"0,1,2,3","0.9141,0.0282,0.0282,0.0295","3,0","""新, 陰""，""喜, 春, 燕子, 獨, 落花, 詩""","0.91,0.03"
1996,"0,1,2,3","0.1304,0.0236,0.0235,0.8225","3,0,1","""人, 樹, 陰, 雨, 香""，""愛, 書, 燕子""，""閉門""","0.13,0.02,0.82"
1997,"0,1,2,3","0.9204,0.0260,0.0265,0.0271","0,2,3","""春, 書, 花, 詞, 鸚鵡""，""林鶯""，""唱, 新, 舌""","0.92,0.03,0.03"
1998,"0,1,2,3","0.0271,0.0262,0.0263,0.9204","3,0,2","""人, 影, 鏡裏, 香""，""畫眉, 窗紗, 簾, 鸚鵡""，""玉梅花""","0.03,0.03,0.92"
1999,"0,1,2,3","0.9216,0.0255,0.0258,0.0271","0,3","""和風, 春, 燕子, 簾, 美人家""，""晴, 梅花, 玉, 畫""","0.92,0.03"
2000,"0,1,2,3","0.8872,0.0365,0.0378,0.0384","0,2,3","""杜鵑, 柳, 簾, 風""，""輕寒""，""樹""","0.89,0.04,0.04"
2001,"0,1,2,3","0.0253,0.0240,0.9262,0.0244","2,1,0,3","""春曉, 曙色, 淒迷, 窗前""，""風雨""，""夜, 夢""，""人, 鳥""","0.03,0.02,0.93,0.02"
2002,"0,1,2,3","0.0225,0.0216,0.0234,0.9325","3,2,0","""影, 搖曳, 淩空, 纏綿""，""樹梢, 無盡, 牽引""，""絮, 花, 難, 風""","0.02,0.02,0.93"
2003,"0,1,2,3","0.0206,0.0198,0.0206,0.9390","3,0,2","""人, 入耳, 微風, 扇, 湘簾, 釵頭, 香""，""春寒, 病, 花""，""棠棃, 街頭""","0.02,0.02,0.94"
2004,"0,1,2,3","0.9511,0.0161,0.0161,0.0166","0,2,3","""何方, 便是, 愁, 春, 柔, 歸, 河, 渡口, 落花""，""陰濃""，""船""","0.95,0.02,0.02"
2005,"0,1,2,3","0.9476,0.0172,0.0171,0.0181","3,0,2","""三月, 猶疑, 笑, 韶華""，""愁, 春, 杜鵑, 歸, 絮, 花""，""羅裙""","0.95,0.02,0.02"
2006,"0,1,2,3","0.8003,0.0185,0.0188,0.1624","3,2,0","""人, 低徊, 畫, 苔, 香""，""偷, 書札""，""䦨, 愁, 歸期, 殘月, 簾, 金錢""","0.80,0.02,0.16"
2007,"0,1,2,3","0.0091,0.6190,0.0090,0.3630","2,3,1,0","""怪石""，""山, 影, 時節, 松, 林, 樹, 雪""，""休歇, 光, 兩岸, 千古, 怒潮, 晚霞, 江, 海門, 獨自, 相接, 空中, 金山, 陵""，""寒, 恨, 雁, 風""","0.01,0.62,0.01,0.36"
2008,"0,1,2,3","0.9439,0.0187,0.0185,0.0190","2,0,3,1","""王謝堂, 門户""，""天涯, 家, 春, 消息, 舊""，""屈指, 年年, 明朝, 湘簾""，""黎花""","0.94,0.02,0.02,0.02"
2009,"0,1,2,3","0.4958,0.2967,0.0293,0.1782","3,1,0","""垂柳, 桃花""，""小橋, 山色, 誰家""，""流水, 獨, 蒼茫""","0.50,0.30,0.18"
2010,"0,1,2,3","0.9136,0.0286,0.0288,0.0289","0,1,3","""他鄉, 佳節, 家家, 愁, 汀蘭, 逢重""，""年光""，""年年""","0.91,0.03,0.03"
2011,"0,1,2,3","0.9556,0.0149,0.0151,0.0144","0,2,1","""夕陽, 宛如, 平生, 庭院, 惜, 時序, 曲, 獨, 相憶, 西風, 詞, 陽春, 飛鴻""，""哀怨, 多時, 秋光""，""詩人""","0.96,0.01,0.02"
2012,"0,1,2,3","0.9387,0.0200,0.0203,0.0211","3,0,1,2","""人, 何由, 影, 新月, 煙花""，""五更, 夢, 恨, 愁, 憔悴""，""秋""，""浮生""","0.94,0.02,0.02,0.02"
2013,"0,1,2,3","0.6498,0.3222,0.0139,0.0140","1,2,3,0","""兄妹, 宛似, 明凈, 重陽, 風雨, 鴻雁""，""妝, 秋光""，""山, 春光""，""可憐, 回首, 客, 成行, 故園, 滿眼, 辜負, 黃花""","0.65,0.32,0.01,0.01"
2014,"0,1,2,3","0.9698,0.0100,0.0100,0.0102","0,2,3,1","""依舊, 光陰, 兒女, 客, 年華, 慰, 憂患, 憔悴, 文章, 累, 辛苦, 遲暮, 階, 雞, 風, 驚人, 鴻""，""余生""，""世間, 人, 奇, 山, 鸞鳳""，""天際, 虛度""","0.97,0.01,0.01,0.01"
2015,"0,1,2,3","0.0295,0.0284,0.0283,0.9138","0,3","""宜人, 春, 江南""，""初春, 水, 江頭, 竹, 風味""","0.03,0.91"
2016,"0,1,2,3","0.3375,0.0258,0.0262,0.6105","0,3,2","""客, 書, 柳, 江南""，""斜陽, 生, 蟬, 香""，""翠竹""","0.34,0.03,0.61"
2017,"0,1,2,3","0.9131,0.0288,0.0286,0.0296","0,2,3,1","""客, 思, 歸, 江南""，""芳菲""，""天, 雲""，""秋""","0.91,0.03,0.03,0.03"
2018,"0,1,2,3","0.7349,0.0288,0.0291,0.2072","0,2,3","""思, 江南, 爐, 詩""，""瑞雪""，""梅梢, 火, 香""","0.73,0.03,0.21"
2019,"0,1,2,3","0.1622,0.0131,0.0132,0.8116","0,3,2,1","""思鄉, 昏黃, 歸去, 泥, 觸目, 難, 鴉""，""人, 斜陽, 新, 春光, 池塘, 萍, 迴廊, 香, 高下""，""千萬, 暮靄""，""茫茫""","0.16,0.01,0.01,0.81"
2020,"0,1,2,3","0.0091,0.0090,0.0091,0.9728","2,3,1,0","""低映, 冷暖, 私情, 蛙聲, 螢火, 難說""，""新, 星星, 晴, 梧葉, 樹, 水, 池塘, 生, 竹, 陰, 飛越""，""兩岸, 年光, 晚霞, 相接""，""官, 寂寂, 情, 風, 黃昏""","0.01,0.01,0.01,0.97"
2021,"0,1,2,3","0.9188,0.0282,0.0265,0.0265","0,2,3,1","""他鄉, 折腰, 柳, 舊""，""咄咄, 相違""，""人, 當年""，""意氣""","0.92,0.03,0.03,0.03"
2022,"0,1,2,3","0.4601,0.1488,0.0144,0.3767","0,3,1,2","""夜, 寄語, 悲, 昏黃, 歸, 無賴, 鴉""，""太息, 微風, 愁人, 新, 新月, 此際, 生""，""孤寂, 獨自""，""遊人""","0.46,0.15,0.01,0.38"
2023,"0,1,2,3","0.0528,0.0511,0.0508,0.8454",3,"""天, 雨, 雲, 鶯""",0.85
2024,"0,1,2,3","0.0276,0.0268,0.0265,0.9192","3,0","""春光, 綠波, 翠柳, 雨""，""夕陽, 舟, 茅屋, 野人家, 風""","0.03,0.92"
2025,"0,1,2,3","0.9397,0.0199,0.0200,0.0205","0,3,2","""愁, 愔愔, 春, 晨鐘, 燕子, 簾, 籬, 鄉夢""，""此際, 歸來, 苔""，""濃淡""","0.94,0.02,0.02"
2026,"0,1,2,3","0.3847,0.0215,0.0218,0.5721","3,0","""人, 天, 時節, 柳絮, 池塘, 雪""，""書, 簾, 芳草""","0.38,0.57"
2027,"0,1,2,3","0.9673,0.0110,0.0108,0.0109","1,0,2,3","""一身, 憐心, 滿懷, 磊落""，""兒女, 君, 奇才, 學, 家, 悲歌, 愁, 慷慨, 抱負, 治, 牛衣, 窮困, 詩, 難, 音""，""壯誌, 拔空""，""天, 泣""","0.97,0.01,0.01,0.01"
2028,"0,1,2,3","0.5117,0.0146,0.0146,0.4591","3,2,1,0","""天, 影, 楊柳, 當時, 纏綿, 雲""，""斯人""，""小橋, 漁""，""回憶, 夕陽, 夢, 帆, 心, 昔時, 曲, 詩""","0.51,0.01,0.01,0.46"
2029,"0,1,2,3","0.9485,0.0171,0.0170,0.0175","0,3","""思, 惆悵, 愁, 春, 曉夜, 漫漫, 燕子, 琴, 絮, 落花, 銷魂, 黃昏""，""和, 新月""","0.95,0.02"
2030,"0,1,2,3","0.3176,0.6374,0.0222,0.0228","1,3,2,0","""心上, 枕邊, 眉頭, 秋, 芭蕉""，""人, 畫, 雨""，""點滴""，""愁, 難""","0.32,0.64,0.02,0.02"
2031,"0,1,2,3","0.2428,0.7098,0.0233,0.0241","1,0,3","""愁懷, 明月, 桐葉, 芭蕉, 蕭瑟""，""今夜, 小院, 心, 秋風""，""雲""","0.24,0.71,0.02"
2032,"0,1,2,3","0.8666,0.0438,0.0436,0.0459","3,0,2","""生, 相對""，""吾, 尋常""，""此事""","0.87,0.04,0.05"
2033,"0,1,2,3","0.9487,0.0170,0.0169,0.0174","0,3","""午夜, 客, 心, 思, 情, 挑燈, 迢迢, 遊子, 難, 風, 黯然""，""人, 生""","0.95,0.02"
